nID;nID_Service;nID_Place;nID_City;nID_Region;nID_ServiceType;oData;sURL;bHidden;nID_Subject_Operator;bTest;sNote;asAuth;nID_Server
416;15;28;28;NULL;4;{"processDefinitionId":"dndz_cnap_188:1:1"};;true;1;true;;BankID,EDS;0
418;376;50001;NULL;1;4;{"processDefinitionId":"dnepr_dfs_dovidka_nodebts:1:1"};;false;1;false;;BankID,EDS;0
419;1384;NULL;NULL;NULL;1;{};http://map.land.gov.ua/;false;1;false;Ви можете отримати послугу через публічну кадастрову карту. Обов’язковою умовою отримання доступу до інформації є  електронна ідентифікація заявника з використанням електронного цифрового підпису або BankID;BankID,EDS;0
420;1385;NULL;NULL;NULL;1;{};http://map.land.gov.ua/;false;1;false;Ви можете отримати послугу через публічну кадастрову карту. Обов’язковою умовою отримання доступу до інформації є  електронна ідентифікація заявника з використанням електронного цифрового підпису або BankID;BankID,EDS;0
421;1386;NULL;NULL;NULL;1;{};https://rrp.minjust.gov.ua/en-extract;false;1;false;Ви можете отримати послугу через пошукову форму на сайті онлайн-сервісів Міністерства юстиції;BankID,EDS;0
422;1387;NULL;NULL;NULL;1;{};https://rrp.minjust.gov.ua/en-extract;false;1;false;Ви можете отримати послугу через пошукову форму на сайті онлайн-сервісів Міністерства юстиції;BankID,EDS;0
423;1388;50009;NULL;9;4;{"processDefinitionId":"ternopol_oda_207:1:1"};;false;1;false;;BankID,EDS;0
424;1389;NULL;NULL;NULL;4;{"processDefinitionId":"_testform_autosign_ECP:1:1"};;false;1;true;;BankID,EDS;0
425;1390;3;3;2;1;{};https://egov.city-adm.lviv.ua/SitePages/NewService.aspx;false;1;false;Ви можете замовити послугу через особистий кабінет мешканця міста Львів. Для цього необхідно буде зареєструватися або пройти електронну ідентифікацію з використанням BankID, MobileID або електронного цифрового підпису;BankID,EDS;0
426;1391;3;3;2;1;{};https://egov.city-adm.lviv.ua/SitePages/NewService.aspx;false;1;false;Ви можете замовити послугу через особистий кабінет мешканця міста Львів. Для цього необхідно буде зареєструватися або пройти електронну ідентифікацію з використанням BankID, MobileID або електронного цифрового підпису;BankID,EDS;0
427;739;3;3;2;1;{};https://egov.city-adm.lviv.ua/SitePages/NewService.aspx;false;1;false;Ви можете замовити послугу через особистий кабінет мешканця міста Львів. Для цього необхідно буде зареєструватися або пройти електронну ідентифікацію з використанням BankID, MobileID або електронного цифрового підпису;BankID,EDS;0
428;98;3;3;2;1;{};https://egov.city-adm.lviv.ua/SitePages/NewService.aspx;false;1;false;Ви можете замовити послугу через особистий кабінет мешканця міста Львів. Для цього необхідно буде зареєструватися або пройти електронну ідентифікацію з використанням BankID, MobileID або електронного цифрового підпису;BankID,EDS;0
429;1392;3;3;2;1;{};https://egov.city-adm.lviv.ua/SitePages/NewService.aspx;false;1;false;Ви можете замовити послугу через особистий кабінет мешканця міста Львів. Для цього необхідно буде зареєструватися або пройти електронну ідентифікацію з використанням BankID, MobileID або електронного цифрового підпису;BankID,EDS;0
430;1393;28;28;NULL;4;{"processDefinitionId":"dndz_cnap_190:1:1"};;false;1;false;;BankID,EDS;0
431;161;50009;NULL;9;4;{"processDefinitionId":"ternopol_oda_209:1:1"};;false;209;false;;BankID,EDS;0
432;102;50009;NULL;9;4;{"processDefinitionId":"ternopol_rcnap_208:1:1"};;false;1;false;;BankID,EDS;0
433;759;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_142:1:1"};;false;1;false;;BankID,EDS;0
434;1383;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_176:1:1"};;false;1;false;;BankID,EDS;0
435;775;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_154:1:1"};;false;1;false;;BankID,EDS;0
436;780;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_157:1:1"};;false;1;false;;BankID,EDS;0
437;774;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_144:1:1"};;false;1;false;;BankID,EDS;0
438;776;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_147:1:1"};;false;1;false;;BankID,EDS;0
439;778;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_160:1:1"};;false;1;false;;BankID,EDS;0
440;762;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_139:1:1"};;false;1;false;;BankID,EDS;0
441;765;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_148:1:1"};;false;1;false;;BankID,EDS;0
442;767;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_150:1:1"};;false;1;false;;BankID,EDS;0
443;781;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_163:1:1"};;false;1;false;;BankID,EDS;0
444;779;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_165:1:1"};;false;1;false;;BankID,EDS;0
445;777;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_156:1:1"};;false;1;false;;BankID,EDS;0
446;787;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_175:1:1"};;false;1;false;;BankID,EDS;0
447;786;6;6;NULL;4;{"processDefinitionId":"kiev_soc_help_177:1:1"};;false;1;false;;BankID,EDS;0
448;28;1;1;NULL;4;{"processDefinitionId":"dnepr_dms-205:1:1"};;false;205;false;;BankID,EDS;0
449;102;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_211:1:1"};;false;225;false;;BankID,EDS;0
450;1394;NULL;NULL;NULL;4;{"processDefinitionId":"_test_gris:1:1"};;false;1;true;;BankID,EDS;0
451;1395;28;28;NULL;4;{"processDefinitionId":"dndz_cnap_200:1:1"};;false;1;false;;BankID,EDS;0
452;184;1;1;NULL;4;{"processDefinitionId":"dnepr_dms-212:1:1"};;false;89;false;;BankID,EDS;0
453;1397;NULL;NULL;NULL;4;{"processDefinitionId":"common_mreo_2:1:58"};;false;1;false;;BankID,EDS;0
454;667;15;15;NULL;4;{"processDefinitionId":"nikolaev_oda_6:1:1"};;false;1;false;;BankID,ESD;0
455;20;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_213:1:1"};;false;213;false;;BankID,EDS;0
456;1398;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_220:1:1"};;false;220;false;;BankID,EDS;0
457;1399;1;NULL;1;4;{"processDefinitionId":"dnepr_cnap_221:1:1"};;false;1;false;;BankID,EDS;0
458;1400;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_224:1:1"};;false;224;false;;BankID,EDS;0
459;1401;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_222:1:1"};;false;222;false;;BankID,EDS;0
460;1402;1;NULL;1;4;{"processDefinitionId":"dnepr_cnap_223:1:1"};;false;1;false;;BankID,EDS;0
461;702;50009;NULL;9;4;{"processDefinitionId":"ternopol_oda_226:1:1"};;false;1;false;;BankID,EDS;0
462;41;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_225:1:1"};;false;225;false;;BankID,EDS;0
463;149;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_229:1:1"};;false;229;false;;BankID,EDS;0
464;956;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_238:1:1"};;false;225;false;;BankID,EDS;0
465;1403;50009;NULL;9;4;{"processDefinitionId":"ternopol_oda_239:1:1"};;false;1;false;;BankID,EDS;0
466;121;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_230:1:1"};;false;230;false;;BankID,EDS;0
467;1404;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_228:1:1"};;false;228;false;;BankID,EDS;0
468;173;1;1;NULL;4;{"processDefinitionId":"dnepr_dms-227:1:1"};;false;205;false;;BankID,EDS;0
469;1405;1;NULL;1;4;{"processDefinitionId":"dnepr_cnap_240:1:1"};;false;1;false;;BankID,EDS;0
470;1406;1;NULL;1;4;{"processDefinitionId":"dnepr_cnap_241:1:1"};;false;1;false;;BankID,EDS;0
471;1407;1;NULL;1;4;{"processDefinitionId":"dnepr_cnap_242:1:1"};;false;1;false;;BankID,EDS;0
472;1408;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_214:1:1"};;false;213;false;;BankID,EDS;0
473;1409;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_215:1:1"};;false;213;false;;BankID,EDS;0
474;1410;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_243:1:1"};;false;243;false;;BankID,EDS;0
475;99;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_231:1:1"};;false;225;false;;BankID,EDS;0
476;156;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_244:1:1"};;false;244;false;;BankID,EDS;0
477;1411;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_219:1:1"};;false;213;false;;BankID,EDS;0
478;1412;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_217:1:1"};;false;213;false;;BankID,EDS;0
479;157;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_248:1:1"};;false;248;false;;BankID,EDS;0
480;1414;50008;NULL;8;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
481;133;1;NULL;1;4;{"processDefinitionId":"dnepr_cnap_251:1:1"};;false;1;false;;BankID,EDS;0
482;134;1;NULL;1;4;{"processDefinitionId":"dnepr_cnap_252:1:1"};;false;1;false;;BankID,EDS;0
483;1413;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_218:1:1"};;false;213;false;;BankID,EDS;0
484;135;1;NULL;1;4;{"processDefinitionId":"dnepr_cnap_253:1:1"};;false;1;false;;BankID,EDS;0
485;1415;1;1;NULL;4;{"processDefinitionId":"dnepr_mreo_2:1:1"};;false;12;true;;BankID,EDS;0
486;1416;NULL;NULL;NULL;4;{"processDefinitionId":"printform_ECP:1:1"};;false;1;true;;BankID,EDS;0
487;151;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_54_55:1:1"};;false;55;false;;BankID,EDS;0
488;152;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_256:1:1"};;false;256;false;;BankID,EDS;0
489;137;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_254:1:1"};;false;254;true;;BankID,EDS;0
490;1417;14;14;NULL;4;{"processDefinitionId":"zaporozhye_rda_249:1:1"};;false;1;false;;BankID,EDS;0
491;1418;NULL;NULL;NULL;1;{};http://dmsu.gov.ua/perevirkastanu.php;false;1;false;Ви можете отримати послугу на сайті Державної міграційної служби України;BankID,EDS;0
492;136;1;NULL;1;4;{"processDefinitionId":"dnepr_cnap_255:1:1"};;true;1;true;;BankID,EDS;0
493;734;1;1;NULL;4;{"processDefinitionId":"dnepr_GlavAPU_258:1:1"};;false;1;false;;BankID,EDS;0
494;1420;1;1;NULL;4;{"processDefinitionId":"dnepr_GlavAPU_258:1:1"};;true;1;false;;BankID,EDS;0
495;1421;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_247:1:1"};;true;247;true;;BankID,EDS;0
496;175;1;1;NULL;4;{"processDefinitionId":"dnepr_dms-257:1:1"};;false;205;false;;BankID,EDS;0
497;29;28;28;NULL;4;{"processDefinitionId":"dnepr_dms-89:1:1"};;false;89;false;;BankID,EDS;0
498;1422;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_246:1:1"};;false;246;false;;BankID,EDS;0
499;1423;1;1;NULL;4;{"processDefinitionId":"dnepr_GlavAPU_259:1:1"};;true;1;false;;BankID,EDS;0
500;1424;1;1;NULL;4;{"processDefinitionId":"dnepr_GlavAPU_259:1:1"};;false;1;false;;BankID,EDS;0
501;1425;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_245:1:1"};;false;1;false;;BankID,EDS;0
502;1426;50015;NULL;15;4;{"processDefinitionId":"zaporoshye_cnap_1:1:1"};;false;1;true;;BankID,EDS;0
503;1427;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_263:1:1"};;false;263;false;;BankID,EDS;0
504;1428;14;14;NULL;4;{"processDefinitionId":"zaporozhye_rda_250:1:1"};;false;1;true;;BankID,EDS;0
505;1429;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_268:1:1"};;false;268;false;;BankID,EDS;0
506;29;182;182;NULL;4;{"processDefinitionId":"dnepr_dms-89:1:1"};;false;89;false;;BankID,EDS;0
507;161;50020;NULL;20;4;{"processDefinitionId":"ternopol_oda_209:1:1"};;false;1;false;;BankID,EDS;0
508;1430;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_264:1:1"};;false;264;false;;BankID,EDS;0
509;63;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_270:1:1"};;false;1;false;;BankID,EDS;0
510;60;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_266:1:1"};;false;284;true;;BankID,EDS;0
511;26;28;28;NULL;4;{"processDefinitionId":"dnepr_dms-89s:1:1"};;false;89;false;;BankID,EDS;0
512;26;182;182;NULL;4;{"processDefinitionId":"dnepr_dms-89s:1:1"};;false;89;false;;BankID,EDS;0
513;654;468;468;NULL;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;false;14;false;;BankID,EDS;0
514;654;50008;NULL;8;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
515;654;50012;NULL;12;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
516;654;50013;NULL;13;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
517;654;50014;NULL;14;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
518;1431;1;1;NULL;4;{"processDefinitionId":"dnepr_dms-272:1:1"};;false;205;false;;BankID,EDS;0
519;1432;1;1;NULL;4;{"processDefinitionId":"dnepr_dms-272kr:1:1"};;false;205;false;;BankID,EDS;0
520;63;182;182;NULL;4;{"processDefinitionId":"vilnogirsk_cnap_271:1:1"};;false;1;false;;BankID,EDS;0
521;1433;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_261:1:1"};;false;1;false;;BankID,EDS;0
522;1434;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_262:1:1"};;false;1;false;;BankID,EDS;0
523;1443;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_273:1:1"};;false;273;false;;BankID,EDS;0
524;1403;50020;NULL;20;4;{"processDefinitionId":"ternopol_oda_239:1:1"};;false;1;true;;BankID,EDS;0
525;1414;50013;NULL;13;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
526;1414;50015;NULL;15;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
527;1414;50003;NULL;3;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
528;1414;50017;NULL;17;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
529;1414;50018;NULL;18;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
530;1414;50020;NULL;20;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
531;1414;50021;NULL;21;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
532;1414;50022;NULL;22;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
533;1414;50007;NULL;7;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
534;1414;50023;NULL;23;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
535;1414;50009;NULL;9;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
536;1414;50024;NULL;24;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
537;1414;50006;NULL;6;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
538;1414;50025;NULL;25;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
539;1414;50026;NULL;26;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
540;1414;50027;NULL;27;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
541;1414;50028;NULL;28;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
542;25;1;1;NULL;4;{"processDefinitionId":"dnepr_dms-280:1:1"};;false;89;false;;BankID,EDS;0
543;654;50015;NULL;15;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
544;654;4;4;NULL;1;{};http://www.cnap.if.ua/posl/199;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Івано-Франківська;BankID,EDS;0
545;654;50017;NULL;17;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
546;654;50018;NULL;18;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
547;654;50002;NULL;2;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
548;654;50020;NULL;20;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
549;654;50021;NULL;21;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;false;14;false;;BankID,EDS;0
550;654;50022;NULL;22;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
551;654;50007;NULL;7;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
552;654;50023;NULL;23;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
553;654;50009;NULL;9;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
554;654;50024;NULL;24;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
555;654;50006;NULL;6;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;false;14;false;;BankID,EDS;0
556;654;50025;NULL;25;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
557;654;50027;NULL;27;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
558;654;50028;NULL;28;4;{"processDefinitionId":"subsidiesUkraine:1:1"};;true;14;false;;BankID,EDS;0
559;1444;50001;NULL;1;4;{"processDefinitionId":"common_mreo_3:1:1"};;false;1;true;;BankID,EDS;0
560;32;50001;NULL;1;4;{"processDefinitionId":"dnepr_cnap_278:1:1"};;false;1;true;;BankID,EDS;0
561;46;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_232:1:1"};;false;225;false;;BankID,EDS;0
562;1445;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_274:1:1"};;false;274;false;;BankID,EDS;0
563;1446;NULL;NULL;NULL;4;{"processDefinitionId":"system_feedback:1:1"};;false;1;true;;BankID,EDS;0
564;1414;50001;NULL;1;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
565;45;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_234:1:1"};;false;225;false;;BankID,EDS;0
566;47;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_233:1:1"};;false;225;false;;BankID,EDS;0
567;957;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_238a:1:1"};;false;225;false;;BankID,EDS;0
568;48;466;466;NULL;4;{"processDefinitionId":"dnepr_cnap_283:1:1"};;false;225;false;;BankID,EDS;0
569;143;1;1;NULL;4;{"processDefinitionId":"dnepr_cnap_275:1:1"};;false;275;false;;BankID,EDS;0
570;100;182;182;NULL;4;{"processDefinitionId":"dnepr_cnap_286:1:1"};;false;286;false;;BankID,EDS;0
571;628;50009;NULL;9;4;{"processDefinitionId":"ternopil_obl_284:1:1"};;false;1;false;;BankID,EDS;0
572;1447;50021;NULL;21;1;{};http://help.odessa.gov.ua;false;1;false;Ви можете отримати послугу на сайті Одеської ОДА;BankID,EDS;0
573;20;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_213:1:1"};;false;213;false;;BankID,EDS;0
574;102;468;468;NULL;4;{"processDefinitionId":"dnepr_cnap_211:1:1"};;false;225;false;;BankID,EDS;0
575;1408;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_214:1:1"};;false;213;false;;BankID,EDS;0
576;1398;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_220:1:1"};;false;220;false;;BankID,EDS;0
577;1409;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_215:1:1"};;false;213;false;;BankID,EDS;0
578;1411;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_219:1:1"};;false;213;false;;BankID,EDS;0
579;1412;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_217:1:1"};;false;213;false;;BankID,EDS;0
580;1413;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_218:1:1"};;false;213;false;;BankID,EDS;0
581;151;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_54_55:1:1"};;false;55;false;;BankID,EDS;0
582;1421;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_247:1:1"};;true;247;true;;BankID,EDS;0
583;152;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_256:1:1"};;false;256;false;;BankID,EDS;0
584;102;469;469;NULL;4;{"processDefinitionId":"dnepr_cnap_211:1:1"};;false;225;false;;BankID,EDS;0
585;1448;14;14;NULL;4;{"processDefinitionId":"zaporozhye_rda_289:1:1"};;false;1;true;;BankID,EDS;0
586;957;469;469;NULL;4;{"processDefinitionId":"dnepr_cnap_238a:1:1"};;false;225;false;;BankID,EDS;0
587;956;469;469;NULL;4;{"processDefinitionId":"dnepr_cnap_238:1:1"};;false;225;false;;BankID,EDS;0
588;957;468;468;NULL;4;{"processDefinitionId":"dnepr_cnap_238a:1:1"};;false;225;false;;BankID,EDS;0
589;956;468;468;NULL;4;{"processDefinitionId":"dnepr_cnap_238:1:1"};;false;225;false;;BankID,EDS;0
590;1449;50001;NULL;1;4;{"processDefinitionId":"dnepr_inn:1:1"};;false;1;true;;BankID,EDS;0
591;99;468;468;NULL;4;{"processDefinitionId":"dnepr_cnap_231:1:1"};;false;225;false;;BankID,EDS;0
592;99;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_231:1:1"};;false;225;false;;BankID,EDS;0
593;185;1;1;NULL;4;{"processDefinitionId":"dnepr_dms-212s:1:1"};;false;89;false;;BankID,EDS;0
594;46;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_232:1:1"};;false;225;false;;BankID,EDS;0
595;46;469;469;NULL;4;{"processDefinitionId":"dnepr_cnap_232:1:1"};;false;225;false;;BankID,EDS;0
596;47;468;468;NULL;4;{"processDefinitionId":"dnepr_cnap_233:1:1"};;false;225;false;;BankID,EDS;0
597;47;469;469;NULL;4;{"processDefinitionId":"dnepr_cnap_233:1:1"};;false;225;false;;BankID,EDS;0
598;45;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_234:1:1"};;false;225;false;;BankID,EDS;0
599;45;469;469;NULL;4;{"processDefinitionId":"dnepr_cnap_234:1:1"};;false;225;false;;BankID,EDS;0
600;48;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_283:1:1"};;false;225;false;;BankID,EDS;0
601;48;469;469;NULL;4;{"processDefinitionId":"dnepr_cnap_283:1:1"};;false;225;false;;BankID,EDS;0
602;41;469;469;NULL;4;{"processDefinitionId":"dnepr_cnap_225:1:1"};;false;225;false;;BankID,EDS;0
603;41;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_225:1:1"};;false;225;false;;BankID,EDS;0
604;1414;50014;NULL;14;4;{"processDefinitionId":"common_mvd_1_urgent:1:58"};;false;13;true;;BankID,EDS;0
605;667;130;130;NULL;4;{"processDefinitionId":"netishin_cnap_292:1:1"};;false;1;false;;BankID,EDS;0
606;786;130;130;NULL;4;{"processDefinitionId":"netishin_soc_help_177:1:1"};;false;1;false;;BankID,EDS;0
607;1450;1;1;NULL;4;{"processDefinitionId":"dnepr_mvk_291:1:1"};;false;1;false;;BankID,EDS;0
608;659;130;130;NULL;4;{"processDefinitionId":"kuznetsovsk_mvk_2:1:1"};;false;212;false;;BankID,EDS;0
609;4;130;130;NULL;4;{"processDefinitionId":"cnap_293:1:1"};;false;293;false;;BankID,EDS;0
610;100;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_286:1:1"};;false;286;false;;BankID,EDS;0
611;100;154;154;16;4;{"processDefinitionId":"dnepr_cnap_286:1:1"};;false;286;false;;BankID,EDS;0
612;20;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_213:1:1"};;false;213;false;;BankID,EDS;0
613;1408;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_214:1:1"};;false;213;false;;BankID,EDS;0
614;1409;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_215:1:1"};;false;213;false;;BankID,EDS;0
615;1411;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_219:1:1"};;false;213;false;;BankID,EDS;0
616;1412;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_217:1:1"};;false;213;false;;BankID,EDS;0
617;1413;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_218:1:1"};;false;213;false;;BankID,EDS;0
618;1400;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_224:1:1"};;false;224;false;;BankID,EDS;0
619;149;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_229:1:1"};;false;229;false;;BankID,EDS;0
620;121;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_230:1:1"};;false;230;false;;BankID,EDS;0
621;1404;463;463;NULL;4;{"processDefinitionId":"dnepr_cnap_228:1:1"};;false;228;false;;BankID,EDS;0
622;152;154;154;NULL;4;{"processDefinitionId":"dnepr_cnap_256:1:1"};;false;256;false;;BankID,EDS;0
